Cohort Year,Division Number,Division Name,Type of Graduation Rate,Rate Type,Graduation Rate,Students in Cohort,Total Graduates,Advanced Studies,IB,Standard,Other Diplomas,Applied Studies,GED,ISAEP,Certificate of Completion,Completion Rate,Dropout Rate,Dropouts,Still Enrolled,Long-Term Absence
2016,96,Wise County,On-Time Graduation Rate,4 yr rate,94.04%,453,426,200,0,211,<,11,0,1,0,94.26%,4.86%,22,4,0
2016,97,Wythe County,On-Time Graduation Rate,4 yr rate,91.64%,299,274,125,0,143,<,<,0,1,0,91.97%,7.69%,23,1,0
2016,98,York County,On-Time Graduation Rate,4 yr rate,96.25%,"1,041","1,002",631,19,345,<,<,1,3,0,96.64%,1.83%,19,13,3
2017,1,Accomack County,On-Time Graduation Rate,4 yr rate,89.71%,340,305,175,0,124,<,<,3,0,<,91.18%,6.47%,22,8,0
2017,2,Albemarle County,On-Time Graduation Rate,4 yr rate,94.70%,"1,037",982,659,0,302,0,21,2,6,<,95.85%,2.80%,29,14,0
2017,101,Alexandria City,On-Time Graduation Rate,4 yr rate,83.07%,874,726,308,0,384,<,29,4,12,0,84.90%,12.01%,105,18,9
2017,3,Alleghany County,On-Time Graduation Rate,4 yr rate,91.13%,203,185,76,0,89,0,20,1,3,0,93.10%,5.42%,11,3,0
2017,4,Amelia County,On-Time Graduation Rate,4 yr rate,94.16%,154,145,66,0,73,0,<,0,0,0,94.16%,5.84%,9,0,0
2017,5,Amherst County,On-Time Graduation Rate,4 yr rate,95.68%,347,332,152,0,164,0,16,1,1,<,96.83%,2.02%,7,4,0
2017,6,Appomattox County,On-Time Graduation Rate,4 yr rate,95.14%,185,176,96,0,75,0,<,3,2,0,97.84%,1.62%,3,1,0
2017,7,Arlington County,On-Time Graduation Rate,4 yr rate,90.79%,"1,541","1,399",862,72,441,<,16,3,2,0,91.11%,6.55%,101,36,0
2017,8,Augusta County,On-Time Graduation Rate,4 yr rate,91.22%,809,738,399,0,317,<,21,1,14,0,93.08%,4.94%,40,16,0
2017,9,Bath County,On-Time Graduation Rate,4 yr rate,91.07%,56,51,17,0,33,0,<,0,1,0,92.86%,7.14%,4,0,0
2017,10,Bedford County,On-Time Graduation Rate,4 yr rate,90.41%,782,707,402,0,290,0,15,0,10,0,91.69%,6.52%,51,14,0
2017,11,Bland County,On-Time Graduation Rate,4 yr rate,98.21%,56,55,15,0,36,0,<,0,0,0,98.21%,1.79%,1,0,0
2017,12,Botetourt County,On-Time Graduation Rate,4 yr rate,93.55%,372,348,238,0,102,0,<,1,5,0,95.16%,1.61%,6,8,4
2017,102,Bristol City,On-Time Graduation Rate,4 yr rate,83.71%,178,149,69,0,67,<,12,0,3,0,85.39%,3.93%,7,15,4
2017,13,Brunswick County,On-Time Graduation Rate,4 yr rate,86.43%,140,121,29,0,91,0,<,0,3,0,88.57%,10.71%,15,1,0
2017,14,Buchanan County,On-Time Graduation Rate,4 yr rate,90.30%,237,214,69,0,145,0,0,0,2,<,92.41%,4.64%,11,7,0
2017,15,Buckingham County,On-Time Graduation Rate,4 yr rate,94.41%,143,135,66,0,68,0,<,0,0,0,94.41%,4.20%,6,2,0
2017,103,Buena Vista City,On-Time Graduation Rate,4 yr rate,90.22%,92,83,41,0,38,0,<,0,0,0,90.22%,5.43%,5,4,0
2017,16,Campbell County,On-Time Graduation Rate,4 yr rate,92.83%,628,583,286,0,273,0,24,2,16,<,95.86%,3.82%,24,2,0
2017,17,Caroline County,On-Time Graduation Rate,4 yr rate,87.26%,314,274,120,0,147,0,<,0,0,0,87.26%,7.64%,24,11,5
2017,18,Carroll County,On-Time Graduation Rate,4 yr rate,90.52%,306,277,134,0,132,0,11,3,1,0,91.83%,5.23%,16,9,0
2017,19,Charles City County,On-Time Graduation Rate,4 yr rate,92.59%,54,50,28,0,22,0,0,0,0,<,94.44%,5.56%,3,0,0
2017,20,Charlotte County,On-Time Graduation Rate,4 yr rate,87.01%,154,134,82,0,47,0,<,2,4,0,90.91%,9.09%,14,0,0
2017,104,Charlottesville City,On-Time Graduation Rate,4 yr rate,89.56%,316,283,157,0,115,0,11,5,1,0,91.46%,6.01%,19,7,1
2017,136,Chesapeake City,On-Time Graduation Rate,4 yr rate,92.73%,"3,162","2,932","1,790",25,999,<,115,10,28,11,94.28%,4.05%,128,53,0
2017,21,Chesterfield County,On-Time Graduation Rate,4 yr rate,90.17%,"4,901","4,419","2,599",6,"1,703",<,107,5,47,<,91.37%,7.12%,349,74,0
2017,22,Clarke County,On-Time Graduation Rate,4 yr rate,97.93%,193,189,130,2,52,0,<,0,0,<,98.45%,0.52%,1,2,0
2017,202,Colonial Beach,On-Time Graduation Rate,4 yr rate,96.00%,50,48,27,0,20,0,<,0,0,0,96.00%,4.00%,2,0,0
2017,106,Colonial Heights City,On-Time Graduation Rate,4 yr rate,95.96%,223,214,138,0,73,0,<,1,4,0,98.21%,0.00%,0,0,4
2017,107,Covington City,On-Time Graduation Rate,4 yr rate,85.94%,64,55,25,0,25,0,<,1,2,0,90.63%,3.13%,2,3,1
2017,23,Craig County,On-Time Graduation Rate,4 yr rate,89.13%,46,41,18,0,21,0,<,1,0,0,91.30%,6.52%,3,0,1
2017,24,Culpeper County,On-Time Graduation Rate,4 yr rate,89.82%,619,556,300,0,236,0,20,1,0,<,91.44%,7.27%,45,7,1
2017,25,Cumberland County,On-Time Graduation Rate,4 yr rate,94.95%,99,94,49,0,42,0,<,0,1,0,95.96%,3.03%,3,0,1
2017,108,Danville City,On-Time Graduation Rate,4 yr rate,77.17%,438,338,159,0,162,<,15,0,8,15,82.42%,11.64%,51,25,1
2017,26,Dickenson County,On-Time Graduation Rate,4 yr rate,87.72%,171,150,38,0,108,0,<,1,2,0,89.47%,9.94%,17,1,0
2017,27,Dinwiddie County,On-Time Graduation Rate,4 yr rate,89.55%,354,317,128,0,175,0,14,2,2,<,90.96%,7.63%,27,2,3
2017,28,Essex County,On-Time Graduation Rate,4 yr rate,86.00%,100,86,36,0,46,0,<,3,0,0,89.00%,6.00%,6,5,0
2017,29,Fairfax County,On-Time Graduation Rate,4 yr rate,91.38%,"14,111","12,894","8,384",481,"3,728",38,263,23,27,<,91.76%,7.19%,"1,015",126,22
2017,109,Falls Church City,On-Time Graduation Rate,4 yr rate,99.49%,197,196,107,35,52,0,<,0,0,0,99.49%,0.00%,0,1,0
2017,30,Fauquier County,On-Time Graduation Rate,4 yr rate,95.78%,900,862,503,0,336,<,22,0,11,0,97.00%,2.44%,22,4,1
2017,31,Floyd County,On-Time Graduation Rate,4 yr rate,93.48%,138,129,57,0,69,0,<,0,0,0,93.48%,5.80%,8,1,0
2017,32,Fluvanna County,On-Time Graduation Rate,4 yr rate,97.40%,269,262,155,0,104,0,<,0,1,0,97.77%,2.23%,6,0,0
2017,135,Franklin City,On-Time Graduation Rate,4 yr rate,86.67%,75,65,31,0,31,0,<,0,0,0,86.67%,9.33%,7,3,0
2017,33,Franklin County,On-Time Graduation Rate,4 yr rate,93.45%,504,471,267,0,187,0,17,0,0,0,93.45%,5.56%,28,5,0
2017,34,Frederick County,On-Time Graduation Rate,4 yr rate,94.76%,"1,011",958,582,0,353,<,22,0,6,<,95.65%,2.47%,25,10,9
2017,110,Fredericksburg City,On-Time Graduation Rate,4 yr rate,83.11%,219,182,91,0,87,0,<,2,0,0,84.02%,12.79%,28,7,0
2017,111,Galax City,On-Time Graduation Rate,4 yr rate,89.11%,101,90,30,0,59,<,0,0,6,0,95.05%,0.99%,1,1,3
2017,35,Giles County,On-Time Graduation Rate,4 yr rate,89.86%,207,186,61,0,109,0,16,7,0,0,93.24%,5.31%,11,3,0
2017,36,Gloucester County,On-Time Graduation Rate,4 yr rate,90.36%,446,403,171,0,209,0,23,1,2,0,91.03%,6.95%,31,9,0
2017,37,Goochland County,On-Time Graduation Rate,4 yr rate,96.46%,198,191,135,0,53,0,<,0,1,0,96.97%,1.52%,3,3,0
2017,38,Grayson County,On-Time Graduation Rate,4 yr rate,96.40%,139,134,56,0,74,0,<,0,0,0,96.40%,2.88%,4,1,0
2017,39,Greene County,On-Time Graduation Rate,4 yr rate,95.42%,240,229,123,0,103,<,<,0,0,0,95.42%,1.25%,3,2,6
2017,40,Greensville County,On-Time Graduation Rate,4 yr rate,84.39%,173,146,66,0,66,0,14,0,0,0,84.39%,7.51%,13,10,4
2017,41,Halifax County,On-Time Graduation Rate,4 yr rate,91.29%,379,346,140,0,183,0,23,4,0,<,93.14%,5.54%,21,5,0
2017,112,Hampton City,On-Time Graduation Rate,4 yr rate,91.46%,"1,510","1,381",588,3,733,0,57,12,30,0,94.24%,2.45%,37,49,1
2017,42,Hanover County,On-Time Graduation Rate,4 yr rate,95.17%,"1,573","1,497",959,70,448,<,19,8,7,<,96.25%,2.61%,41,15,3
2017,113,Harrisonburg City,On-Time Graduation Rate,4 yr rate,87.38%,412,360,209,0,135,0,16,1,0,<,88.59%,8.98%,37,10,0
2017,43,Henrico County,On-Time Graduation Rate,4 yr rate,91.11%,"3,846","3,504","1,908",73,"1,404",<,110,7,36,<,92.41%,6.19%,238,54,0
2017,44,Henry County,On-Time Graduation Rate,4 yr rate,87.16%,545,475,245,0,201,<,27,2,8,0,88.99%,7.71%,42,12,6
2017,45,Highland County,On-Time Graduation Rate,4 yr rate,82.35%,17,14,7,0,6,0,<,0,0,0,82.35%,11.76%,2,1,0
2017,114,Hopewell City,On-Time Graduation Rate,4 yr rate,85.19%,324,276,117,0,143,<,14,0,2,0,85.80%,12.65%,41,5,0
2017,46,Isle of Wight County,On-Time Graduation Rate,4 yr rate,93.75%,416,390,219,0,162,0,<,1,5,0,95.19%,3.37%,14,6,0
2017,48,King George County,On-Time Graduation Rate,4 yr rate,93.83%,324,304,170,0,130,0,<,0,1,0,94.14%,4.32%,14,5,0
2017,50,King William County,On-Time Graduation Rate,4 yr rate,92.02%,163,150,69,0,79,0,<,1,1,0,93.25%,5.52%,9,0,2
2017,49,King and Queen County,On-Time Graduation Rate,4 yr rate,73.68%,38,28,7,0,12,0,<,2,0,<,89.47%,10.53%,4,0,0
2017,51,Lancaster County,On-Time Graduation Rate,4 yr rate,87.13%,101,88,37,0,46,0,<,0,0,0,87.13%,12.87%,13,0,0
2017,52,Lee County,On-Time Graduation Rate,4 yr rate,77.02%,235,181,43,0,130,<,<,2,5,0,80.00%,17.87%,42,5,0
2017,53,Loudoun County,On-Time Graduation Rate,4 yr rate,95.52%,"5,422","5,179","3,808",0,"1,282",<,85,2,23,10,96.16%,3.08%,167,33,8
2017,54,Louisa County,On-Time Graduation Rate,4 yr rate,91.79%,329,302,175,0,113,<,13,4,0,<,93.31%,5.78%,19,3,0
2017,55,Lunenburg County,On-Time Graduation Rate,4 yr rate,88.03%,117,103,48,0,49,0,<,0,0,0,88.03%,9.40%,11,2,1
2017,115,Lynchburg City,On-Time Graduation Rate,4 yr rate,86.38%,580,501,255,0,235,<,10,0,2,10,88.45%,9.14%,53,14,0
2017,56,Madison County,On-Time Graduation Rate,4 yr rate,93.75%,128,120,68,0,45,0,<,0,3,<,96.88%,3.13%,4,0,0
2017,143,Manassas City,On-Time Graduation Rate,4 yr rate,78.56%,569,447,224,0,212,0,11,0,6,0,79.61%,12.30%,70,10,36
2017,144,Manassas Park City,On-Time Graduation Rate,4 yr rate,90.57%,244,221,117,0,97,<,<,1,1,0,91.39%,7.38%,18,3,0
2017,116,Martinsville City,On-Time Graduation Rate,4 yr rate,86.71%,158,137,69,0,63,0,<,0,3,0,88.61%,6.96%,11,7,0
2017,57,Mathews County,On-Time Graduation Rate,4 yr rate,91.59%,107,98,48,0,43,0,<,0,0,<,92.52%,4.67%,5,3,0
2017,58,Mecklenburg County,On-Time Graduation Rate,4 yr rate,92.67%,341,316,163,0,140,<,12,1,0,<,93.84%,4.40%,15,6,0
2017,59,Middlesex County,On-Time Graduation Rate,4 yr rate,84.52%,84,71,36,0,34,0,<,0,1,0,85.71%,5.95%,5,3,4
2017,60,Montgomery County,On-Time Graduation Rate,4 yr rate,92.83%,697,647,380,0,246,0,21,1,5,<,93.97%,5.16%,36,6,0
2017,62,Nelson County,On-Time Graduation Rate,4 yr rate,88.31%,154,136,79,0,57,0,0,0,6,<,92.86%,7.14%,11,0,0
2017,63,New Kent County,On-Time Graduation Rate,4 yr rate,88.89%,243,216,136,0,74,0,<,0,3,0,90.12%,2.47%,6,17,1
2017,117,Newport News City,On-Time Graduation Rate,4 yr rate,93.53%,"1,870","1,749",775,15,912,0,47,3,28,0,95.19%,2.25%,42,39,9
2017,118,Norfolk City,On-Time Graduation Rate,4 yr rate,81.31%,"1,830","1,488",552,39,850,<,46,5,67,0,85.25%,9.34%,171,95,4
2017,65,Northampton County,On-Time Graduation Rate,4 yr rate,81.48%,108,88,31,0,54,0,<,0,1,<,83.33%,12.96%,14,4,0
2017,66,Northumberland County,On-Time Graduation Rate,4 yr rate,95.58%,113,108,37,0,66,<,<,0,0,0,95.58%,3.54%,4,1,0
2017,119,Norton City,On-Time Graduation Rate,4 yr rate,95.74%,47,45,28,0,17,0,0,0,0,0,95.74%,2.13%,1,0,1
2017,67,Nottoway County,On-Time Graduation Rate,4 yr rate,87.13%,171,149,74,0,64,<,<,0,0,0,87.13%,9.36%,16,6,0
2017,68,Orange County,On-Time Graduation Rate,4 yr rate,94.36%,390,368,189,0,174,0,<,1,2,0,95.13%,3.08%,12,7,0
2017,69,Page County,On-Time Graduation Rate,4 yr rate,96.70%,273,264,142,0,118,0,<,0,0,<,97.44%,1.83%,5,2,0
2017,70,Patrick County,On-Time Graduation Rate,4 yr rate,92.06%,214,197,85,0,96,0,16,1,0,0,92.52%,5.14%,11,5,0
2017,120,Petersburg City,On-Time Graduation Rate,4 yr rate,80.43%,281,226,62,0,144,0,20,3,0,0,81.49%,3.56%,10,23,19
2017,71,Pittsylvania County,On-Time Graduation Rate,4 yr rate,91.90%,728,669,313,0,333,0,23,0,2,0,92.17%,7.01%,51,6,0
2017,142,Poquoson City,On-Time Graduation Rate,4 yr rate,94.71%,189,179,133,0,46,0,0,0,1,0,95.24%,2.12%,4,5,0
2017,121,Portsmouth City,On-Time Graduation Rate,4 yr rate,86.56%,"1,012",876,326,0,497,0,53,4,17,0,88.64%,7.02%,71,40,4
2017,72,Powhatan County,On-Time Graduation Rate,4 yr rate,94.02%,368,346,199,0,141,0,<,4,1,0,95.38%,3.26%,12,2,3
2017,73,Prince Edward County,On-Time Graduation Rate,4 yr rate,93.21%,162,151,60,0,78,0,13,0,0,0,93.21%,3.70%,6,4,1
2017,74,Prince George County,On-Time Graduation Rate,4 yr rate,91.68%,469,430,219,0,197,0,14,2,3,0,92.75%,4.26%,20,10,4
2017,75,Prince William County,On-Time Graduation Rate,4 yr rate,91.82%,"6,420","5,895","3,057",54,"2,635",<,142,9,27,0,92.38%,6.23%,400,87,2
2017,77,Pulaski County,On-Time Graduation Rate,4 yr rate,93.70%,365,342,140,0,169,0,33,0,8,0,95.89%,2.74%,10,5,0
2017,122,Radford City,On-Time Graduation Rate,4 yr rate,95.41%,109,104,56,0,42,0,<,0,0,0,95.41%,3.67%,4,1,0
2017,78,Rappahannock County,On-Time Graduation Rate,4 yr rate,95.71%,70,67,32,0,31,0,<,1,0,0,97.14%,2.86%,2,0,0
2017,123,Richmond City,On-Time Graduation Rate,4 yr rate,76.85%,"1,378","1,059",353,1,612,<,86,2,6,<,77.50%,17.63%,243,65,2
2017,79,Richmond County,On-Time Graduation Rate,4 yr rate,94.50%,109,103,56,0,43,0,<,0,0,0,94.50%,5.50%,6,0,0
2017,124,Roanoke City,On-Time Graduation Rate,4 yr rate,89.67%,881,790,283,0,444,0,63,1,0,<,89.90%,9.76%,86,3,0
2017,80,Roanoke County,On-Time Graduation Rate,4 yr rate,94.25%,"1,182","1,114",704,0,375,<,34,2,9,0,95.18%,3.89%,46,11,0
2017,81,Rockbridge County,On-Time Graduation Rate,4 yr rate,90.87%,241,219,111,0,100,0,<,0,4,0,92.53%,7.05%,17,1,0
2017,82,Rockingham County,On-Time Graduation Rate,4 yr rate,94.68%,939,889,497,0,372,0,20,0,2,<,94.99%,3.94%,37,9,1
2017,83,Russell County,On-Time Graduation Rate,4 yr rate,91.47%,375,343,107,0,224,<,10,1,1,<,93.60%,3.20%,12,12,0
2017,139,Salem City,On-Time Graduation Rate,4 yr rate,94.32%,264,249,175,0,63,0,11,0,0,0,94.32%,4.17%,11,4,0
2017,84,Scott County,On-Time Graduation Rate,4 yr rate,94.22%,277,261,134,0,106,<,20,0,0,<,94.58%,4.33%,12,3,0
2017,85,Shenandoah County,On-Time Graduation Rate,4 yr rate,96.07%,458,440,215,0,204,0,21,1,2,0,96.72%,2.40%,11,4,0
2017,86,Smyth County,On-Time Graduation Rate,4 yr rate,94.52%,365,345,150,0,180,<,14,0,0,<,95.62%,3.01%,11,1,4
2017,87,Southampton County,On-Time Graduation Rate,4 yr rate,89.25%,186,166,79,0,83,0,<,1,0,<,90.32%,6.45%,12,1,5
2017,88,Spotsylvania County,On-Time Graduation Rate,4 yr rate,90.45%,"1,843","1,667","1,034",0,589,<,40,0,27,0,91.92%,5.81%,107,42,0
2017,89,Stafford County,On-Time Graduation Rate,4 yr rate,94.29%,"2,329","2,196","1,394",44,714,<,38,3,9,0,94.80%,2.92%,68,39,14
2017,126,Staunton City,On-Time Graduation Rate,4 yr rate,88.64%,176,156,83,0,65,0,<,0,2,0,89.77%,7.39%,13,5,0
2017,127,Suffolk City,On-Time Graduation Rate,4 yr rate,87.11%,"1,024",892,376,19,460,<,33,7,9,0,88.67%,8.20%,84,30,2
2017,90,Surry County,On-Time Graduation Rate,4 yr rate,88.06%,67,59,31,0,28,0,0,1,0,0,89.55%,2.99%,2,0,5
2017,91,Sussex County,On-Time Graduation Rate,4 yr rate,89.77%,88,79,34,0,39,0,<,0,0,0,89.77%,3.41%,3,3,3
2017,92,Tazewell County,On-Time Graduation Rate,4 yr rate,89.46%,446,399,165,0,212,<,21,2,7,0,91.48%,7.17%,32,6,0
2017,128,Virginia Beach City,On-Time Graduation Rate,4 yr rate,91.93%,"5,219","4,798","2,837",117,"1,696",<,146,15,69,<,93.56%,4.39%,229,107,0
2017,93,Warren County,On-Time Graduation Rate,4 yr rate,93.90%,459,431,234,0,179,0,18,0,0,<,94.77%,3.49%,16,8,0
2017,94,Washington County,On-Time Graduation Rate,4 yr rate,93.50%,569,532,261,0,252,0,19,0,13,0,95.78%,3.69%,21,3,0
2017,130,Waynesboro City,On-Time Graduation Rate,4 yr rate,87.67%,227,199,90,0,104,<,<,2,2,<,92.07%,5.73%,13,5,0
2017,207,West Point,On-Time Graduation Rate,4 yr rate,97.33%,75,73,49,0,24,0,0,0,0,0,97.33%,1.33%,1,1,0
2017,95,Westmoreland County,On-Time Graduation Rate,4 yr rate,93.08%,130,121,50,0,65,0,<,1,0,0,93.85%,4.62%,6,2,0
2017,131,Williamsburg-James City County,On-Time Graduation Rate,4 yr rate,92.33%,965,891,547,0,323,0,21,0,28,0,95.23%,3.11%,30,14,2
2017,132,Winchester City,On-Time Graduation Rate,4 yr rate,92.93%,297,276,132,0,130,0,14,0,1,<,93.60%,5.05%,15,4,0
2017,96,Wise County,On-Time Graduation Rate,4 yr rate,95.95%,420,403,175,0,221,0,<,0,1,<,96.43%,2.86%,12,3,0
2017,97,Wythe County,On-Time Graduation Rate,4 yr rate,91.19%,318,290,131,0,154,0,<,1,0,<,91.82%,5.66%,18,7,1
2017,98,York County,On-Time Graduation Rate,4 yr rate,95.17%,974,927,579,24,315,0,<,0,3,0,95.48%,1.75%,17,15,12
2018,1,Accomack County,On-Time Graduation Rate,4 yr rate,85.90%,383,329,148,0,168,0,13,4,2,<,87.73%,9.14%,35,12,0
2018,2,Albemarle County,On-Time Graduation Rate,4 yr rate,92.74%,"1,130","1,048",716,0,306,0,26,3,1,<,93.27%,5.04%,57,19,0
2018,101,Alexandria City,On-Time Graduation Rate,4 yr rate,80.64%,976,787,322,0,429,0,36,3,21,<,83.20%,10.35%,101,18,45
2018,3,Alleghany County,On-Time Graduation Rate,4 yr rate,93.63%,204,191,89,0,89,0,13,0,4,0,95.59%,3.43%,7,2,0
2018,4,Amelia County,On-Time Graduation Rate,4 yr rate,90.30%,134,121,71,0,49,0,<,1,0,<,94.78%,4.48%,6,0,1
2018,5,Amherst County,On-Time Graduation Rate,4 yr rate,93.25%,311,290,137,0,149,0,<,0,4,0,94.53%,4.50%,14,3,0
2018,6,Appomattox County,On-Time Graduation Rate,4 yr rate,93.81%,194,182,98,0,82,0,<,3,0,0,95.36%,3.61%,7,2,0
2018,7,Arlington County,On-Time Graduation Rate,4 yr rate,92.16%,"1,568","1,445",887,69,463,<,23,0,1,<,92.54%,5.04%,79,38,0
2018,8,Augusta County,On-Time Graduation Rate,4 yr rate,94.82%,792,751,434,0,296,<,20,2,9,0,96.21%,2.65%,21,9,0
2018,9,Bath County,On-Time Graduation Rate,4 yr rate,93.62%,47,44,18,0,24,0,<,0,0,0,93.62%,2.13%,1,1,1
2018,10,Bedford County,On-Time Graduation Rate,4 yr rate,91.77%,814,747,412,0,305,0,30,0,10,0,93.00%,5.28%,43,12,2
2018,11,Bland County,On-Time Graduation Rate,4 yr rate,95.16%,62,59,12,0,45,0,<,0,0,0,95.16%,4.84%,3,0,0
2018,12,Botetourt County,On-Time Graduation Rate,4 yr rate,95.26%,380,362,244,0,118,0,0,2,2,0,96.32%,1.84%,7,4,3
2018,102,Bristol City,On-Time Graduation Rate,4 yr rate,90.74%,162,147,69,0,66,0,12,0,0,0,90.74%,3.70%,6,7,2
2018,13,Brunswick County,On-Time Graduation Rate,4 yr rate,88.72%,133,118,37,0,78,0,<,0,3,0,90.98%,4.51%,6,6,0
2018,14,Buchanan County,On-Time Graduation Rate,4 yr rate,90.05%,221,199,56,0,143,0,0,0,6,<,93.21%,4.98%,11,4,0
2018,15,Buckingham County,On-Time Graduation Rate,4 yr rate,95.28%,127,121,62,0,57,0,<,1,0,0,96.06%,3.94%,5,0,0
2018,103,Buena Vista City,On-Time Graduation Rate,4 yr rate,87.32%,71,62,20,0,39,0,<,1,0,0,88.73%,7.04%,5,3,0
2018,16,Campbell County,On-Time Graduation Rate,4 yr rate,91.48%,622,569,284,0,278,0,<,0,20,0,94.69%,3.05%,19,5,9
2018,17,Caroline County,On-Time Graduation Rate,4 yr rate,88.01%,292,257,104,0,138,0,15,2,1,0,89.04%,4.11%,12,10,10
2018,18,Carroll County,On-Time Graduation Rate,4 yr rate,91.26%,286,261,140,0,107,0,14,0,3,0,92.31%,5.59%,16,6,0
2018,19,Charles City County,On-Time Graduation Rate,4 yr rate,89.80%,49,44,14,0,30,0,0,0,0,0,89.80%,10.20%,5,0,0
2018,20,Charlotte County,On-Time Graduation Rate,4 yr rate,88.96%,163,145,93,0,47,0,<,3,1,0,91.41%,7.36%,12,2,0
2018,104,Charlottesville City,On-Time Graduation Rate,4 yr rate,92.62%,271,251,134,0,107,0,10,4,1,0,94.46%,4.80%,13,2,0
2018,136,Chesapeake City,On-Time Graduation Rate,4 yr rate,93.07%,"3,274","3,047","1,837",41,"1,080",<,88,11,39,<,94.78%,4.28%,140,31,0
2018,21,Chesterfield County,On-Time Graduation Rate,4 yr rate,90.88%,"4,868","4,424","2,673",0,"1,676",0,75,4,38,<,91.82%,6.90%,336,58,4
2018,22,Clarke County,On-Time Graduation Rate,4 yr rate,99.37%,159,158,112,6,34,0,<,0,0,0,99.37%,0.63%,1,0,0
2018,202,Colonial Beach,On-Time Graduation Rate,4 yr rate,89.47%,57,51,18,0,32,0,<,0,0,0,89.47%,5.26%,3,1,2
2018,106,Colonial Heights City,On-Time Graduation Rate,4 yr rate,91.47%,211,193,123,0,66,0,<,0,3,0,92.89%,4.27%,9,0,6
2018,107,Covington City,On-Time Graduation Rate,4 yr rate,80.82%,73,59,19,0,36,0,<,3,1,0,86.30%,6.85%,5,3,2
2018,23,Craig County,On-Time Graduation Rate,4 yr rate,88.06%,67,59,19,0,38,0,<,0,0,0,88.06%,5.97%,4,0,4
2018,24,Culpeper County,On-Time Graduation Rate,4 yr rate,92.07%,656,604,338,0,253,0,13,0,3,<,93.29%,4.73%,31,11,2
2018,25,Cumberland County,On-Time Graduation Rate,4 yr rate,94.17%,103,97,48,0,47,0,<,0,0,0,94.17%,2.91%,3,3,0
2018,108,Danville City,On-Time Graduation Rate,4 yr rate,80.62%,449,362,123,2,214,<,22,1,8,<,83.52%,8.91%,40,26,8
2018,26,Dickenson County,On-Time Graduation Rate,4 yr rate,91.36%,162,148,35,0,110,0,<,1,1,0,92.59%,6.79%,11,1,0
2018,27,Dinwiddie County,On-Time Graduation Rate,4 yr rate,87.68%,349,306,123,0,164,0,19,4,4,0,89.97%,7.16%,25,6,4
2018,28,Essex County,On-Time Graduation Rate,4 yr rate,93.28%,119,111,42,0,64,0,<,0,0,0,93.28%,5.88%,7,1,0
2018,29,Fairfax County,On-Time Graduation Rate,4 yr rate,91.50%,"14,491","13,259","8,471",435,"4,066",<,284,25,30,<,91.93%,7.11%,"1,030",135,5
2018,109,Falls Church City,On-Time Graduation Rate,4 yr rate,98.52%,203,200,113,40,46,<,0,0,0,<,99.01%,0.99%,2,0,0
2018,30,Fauquier County,On-Time Graduation Rate,4 yr rate,96.09%,972,934,536,0,385,0,13,0,10,<,97.22%,2.16%,21,5,1
2018,31,Floyd County,On-Time Graduation Rate,4 yr rate,97.81%,183,179,95,0,79,<,0,0,0,0,97.81%,2.19%,4,0,0
2018,32,Fluvanna County,On-Time Graduation Rate,4 yr rate,95.56%,293,280,146,0,129,0,<,0,0,<,95.90%,2.05%,6,2,4
2018,135,Franklin City,On-Time Graduation Rate,4 yr rate,92.65%,68,63,28,0,32,0,<,0,1,0,94.12%,5.88%,4,0,0
2018,33,Franklin County,On-Time Graduation Rate,4 yr rate,90.00%,510,459,267,0,180,0,12,0,0,0,90.00%,7.06%,36,15,0
2018,34,Frederick County,On-Time Graduation Rate,4 yr rate,93.28%,"1,087","1,014",578,0,416,0,20,1,3,<,94.02%,4.60%,50,14,1
2018,110,Fredericksburg City,On-Time Graduation Rate,4 yr rate,82.63%,259,214,113,8,87,0,<,3,1,0,84.17%,13.13%,34,7,0
2018,111,Galax City,On-Time Graduation Rate,4 yr rate,92.94%,85,79,39,0,39,0,<,1,2,0,96.47%,3.53%,3,0,0
2018,35,Giles County,On-Time Graduation Rate,4 yr rate,92.68%,205,190,54,0,124,0,12,0,0,0,92.68%,6.83%,14,1,0
2018,36,Gloucester County,On-Time Graduation Rate,4 yr rate,92.59%,459,425,177,0,227,0,21,0,18,0,96.51%,2.40%,11,5,0
2018,37,Goochland County,On-Time Graduation Rate,4 yr rate,93.97%,199,187,121,0,61,0,<,0,1,0,94.47%,4.52%,9,2,0
2018,38,Grayson County,On-Time Graduation Rate,4 yr rate,90.55%,127,115,55,0,57,0,<,0,0,0,90.55%,7.87%,10,2,0
2018,39,Greene County,On-Time Graduation Rate,4 yr rate,94.69%,226,214,110,0,100,0,<,1,0,0,95.13%,1.77%,4,1,6
2018,40,Greensville County,On-Time Graduation Rate,4 yr rate,88.77%,187,166,63,0,90,0,13,0,0,0,88.77%,8.56%,16,5,0
2018,41,Halifax County,On-Time Graduation Rate,4 yr rate,94.55%,385,364,133,0,198,0,33,2,0,<,95.32%,2.34%,9,9,0
2018,112,Hampton City,On-Time Graduation Rate,4 yr rate,92.58%,"1,523","1,410",541,0,783,<,85,6,34,0,95.21%,1.58%,24,48,1
2018,42,Hanover County,On-Time Graduation Rate,4 yr rate,95.14%,"1,503","1,430",890,69,453,0,18,1,18,<,96.54%,2.73%,41,6,5
2018,113,Harrisonburg City,On-Time Graduation Rate,4 yr rate,88.21%,458,404,242,0,148,0,14,2,0,0,88.65%,9.39%,43,9,0
